Author	Year	Title	Publication Type
Sakellariou, C.	2004	Child labor and schooling in the Philippines.	Monograph
Sisante, J. 	2008	Poverty, hunger prevent Filipino kids from getting basic education.	Online
Sumagaysay, M.	1992	An in-depth situational analysis on the incidence of child labor in Region VIII.	Monograph
Sumagaysay, M.	2003	Emerging issues and concerns on the working youth of Eastern Visayas.	Monograph
Tansel, A.	1997	Schooling attainment, parental education and gender in Cote d' Ivoire and Ghana.	Journal Article
Tharmmapornphilas, R.	X	Determinants of child labor in Thailand.	Online
Tilak, J.	1989	Female schooling in East Asia: a review of growth, problems and possible determinants.	Paper
UNESCO Institute for Statistics	2005	Children out of school: Measuring exclusion from primary education.	Monograph
UNICEF	2011	Definition of child labor.	Online
US Department of Labor	2009	US Department of Labor's 2008 findings on the worst forms of child labor.	Online
Villamil, W.	2002	Improving labor standards in the Phillippines: the case of child labor.	X
X	2003	Out-of-school children and youth in the Philippines: Issues and opportunities.	Report
Abad, R.	2002	Religion in the Philippines.	Paper
Abad, R.	1995	Varieties of Filipino religiosity.	Paper
Abad, R.	1994	What do Filipinos associate with religiosity?	Journal Article
Abad, R.	1994	Filipino religiosity: some international comparisons.	Journal Article
Allport, G.	1954	The individual and his religion.	Monograph
Aranda, M.	2008	Relationship between religious involvement and psychological well-being: A social justice perspective.	Journal Article
Arcury, T., Quandt, S., McDonald, I., & Bell, R.	2000	Faith and health self-management of rural older adults.	Journal Article
Ardelt, M., & Koenig, C.	2007	The importance of religious orientation and purpose in life for dying well: Evidence from three case studies.	Journal Article
Armstrong, T., & Crowther, M.	2002	Spirituality among older African Americans.	Journal Article
Arroyo, D.	1992	The demographic patterns of religiosity.	Journal Article
Asis, M.	2004	Safety net for all time.	Online
Atchley, R.	1997	Everyday mysticism: spiritual development in later life.	Journal Article
Balajadia, B.	1978	Religion, society and the Filipino: readings.	Compilation
Beit-Hallahmi, B., & Argyle, M.	1997	The psychology of religious behavior, belief and experience.	Monograph
Benjamins, M., & Buck, A.	2008	Religion: a sociocultural predictor of health behaviors in Mexico.	Journal Article
Bennet, K.	2005	Social engagement as a longitudinal predictor of objective and subjective health.	Journal Article
Berkman, L., Glass, T., Brissette, L., & Seeman, T.	2000	From social integration to health: Durkheim in the new millennium.	Journal Article
Berger, P.	1967	The sacred canopy : elements of a sociological theory of religion.	Monograph
Benjamins, M., Musick, M., Gold, D., & George, L.	2003	Age-related declines in activity level: The relationship between chronic illness and religious activities.	Journal Article
Blazer, D., & Palmore, E.	1975	Religion and aging in a longitudinal panel.	Journal Article
Braam, A., Van Den Eeden, P., Prince, M., Beekman, A., Kivela, S., Lawlor, B., et al.	2001	Religion as a cross-cultural determinant of depression in elderly Europeans: Results from the EURODEP collaboration.	Journal Article
Braam, A., Deeg, D., Poppelaars, J., Beekman, A., & van Tilburg, W.	2007	Prayer and depressive symptoms in a period of secularization: Patterns among older adults in the Netherlands.	Journal Article
Brown, P., & Tierney, B.	2008	Religion and subjective well-being among the elderly in China.	Journal Article
Cacho, A.	2007	Symbolism in religion: Ricoeurian Hermeneutics and Filipino philosophy of Religion.	Journal Article
Camfield, L., & Skevington, S.	2008	On subjective well-being and quality of life.	Journal Article
Campbell, A., & Musick, M.	2004	Religious activity andfunctional health status: Evidence from the Americans' Changing Lives Survey.	Paper
CBCP News website.	X	Only 10 percent of Catholics go to church-bishop.	Online
Charmaz, K.	2000	Grounded Theory: Objectivist and Constructivist Methods.	Monograph
Chen, C.	2001	Aging and life satisfaction.	Journal Article
Chen, Z., & Davey, G.	2008	Normative life satisfaction in Chinese societies.	Journal Article
Chongson, M.	2000	Pasyon and Holy Week: a study of music, acculturation, and local Catholicism in the Philippines.	Dissertation
Clark, A., & Lelkes, O.	2009	Religious interactions in life satisfaction.	Working Paper
Cohen, A., & Koenig, H.	2003	Religion, religiosity and spirituality in the bio psychosocial model of health and aging.	Journal Article
Coke, M.	1992	Correlates of life satisfaction among elderly African Americans.	Journal Article
Coleman, P., et al.	2004	Religious attitudes among British older people: Stability and change in a 20-yr longitudinal study.	Journal Article
Coleman, P.	2005	Spirituality and ageing: The health implications of religious belief and practice.	Journal Article
Collins, A., Goldman, N., & Rodriguez, G.	2007	Are life satisfaction and optimism protective of health among older adults?	Working Paper
Cornwall, B., Laumann, E., & Schumer, L.	2008	The social connectedness ofolder adults: a national profile.	Journal Article
Creber, A.	2002	Aging and spirituality: spiritual dimensions of aging theory, research, practice.	Journal Article
Cruz, G., & Laguna, E.	2009	Overseas labor migration and well-being of older Filipinos.	Monograph
Cruz, G., & Lavares, M.	2009	The state of aging studies in the Philippines.	Monograph
Cruz, G.	2008	Aging in the Philippines.	Paper
Daatland, S.	2005	Quality of life and ageing. In M. lohnson (Ed.), The Cambridge handbook of age and ageing.	Monograph
De Mesa, J.	1992	Becoming a Filipino Christian.	Monograph
Dupertuis, L., Aidwin, C., & Bosse, R.	2001	Does the source of support matter for different health outcomes? Findings from the Normative Aging Study.	Journal Article
Durkheim, E.	1965	The elementary forms of religious life.	Monograph
Durkheim, E.	1966	Suicide: A study in sociology.	Monograph
Ellison, C., Gay, D., & Glass, T.	1989	Does religious commitment contribute to individual life satisfaction?	Journal Article
Ellison, C., & Levin, J.	1998	The religion-health connection: evidence, theory and future directions.	Journal Article
Ellison, C., & Sherkat, D.	1995	Is sociology the core discipline for the scientific study of religion?	Journal Article
Ferraro, K.	2006	Health and aging. Handbook of aging and the social sciences (6th Ed).	Monograph
Fetzer Institute and National Institute on Aging Working Group	1999	Multidimensional measurement of religiousness, spirituality for use in health research.	Report
Field, A.	2005	Discovering statistics using SPSS (2nd ed.).	Monograph
Fry, P.	2000	Religious involvement, spirituality and personal meaning for life: Existential predictors of psychological wellbeing in community-residing and institutional care elders.	Journal Article
Glaser, B., & Strauss, A.	1967	The discovery ofgrounded theory: Strategies for qualitative research.	Monograph
Gorospe, V. 	1994	Understanding the Filipino value system.	Monograph
Gripaldo, R.	2005	Filipino cultural traits: Claro R. Ceniza lectures.	Monograph
Gwozdz, W., & Sousa-Poza, A.	2009	Ageing, health and life satisfaction of the oldest old: An analysis for Germany.	Discussion Paper
Haley, K., Koenig, H., & Bruchett, B.	2001	Relationship between private religious activity and physical functioning in older adults.	Journal Article
Hank, K., & Schaan, B.	2008	Cross-national variations in the correlation between frequency of prayer and health among older Europeans.	Journal Article
Hennink, M.	2007	International focus group research: A handbook for the health and social sciences.	Monograph
Hermann, A.	2002	The well-being of the elderly in Asia: A foul-country comparative study.	Monograph
Hornedo, F.	2001	The favor of the gods: Essays in Filipino religious thought and behavior.	Monograph
Hummer, R., Ellison, C, Rogers, R, Moulton, B., & Romero, R.	1997	Religious involvement and adult mortality in the United States: Review and perspective.	Journal Article
Idler, E.	1995	Religion, health, and non-physical senses of self.	Journal Article
Idler, E.	2006	Religion and aging.	Monograph
Idler, E. & Horvitz, A.	2005	The sociology of aging and the sociology of religion.	Paper
Idler, E., & Kasl, S.	1992	Religion, disability, depression, and the timing of death.	Journal Article
Idler, E., Musick, M., Ellison, C., George, L., Krause, N., Ory, M., et al.	2003	Measuring multiple dimensions of religion and spirituality for health research: Conceptual background and findings from the 1998 General Social Survey.	Journal Article
Jagodzinski, W.	2010	Economic, social, and cultural determinants of life satisfaction: are there differences between Asia and Europe?	Journal Article
Jocano, F.	1981	Folk Christianity: a preliminary study of conversion and patterning of Christian experience in the Philippines.	Monograph
Kelley-Moore, J., & Ferraro, K.	2001	Functional limitations and religious service attendance in later life: Barrier and/or benefit mechanism?	Journal Article
Kim, A.	2003	Religious influences on personal and societal well-being.	Journal Article
King, J., & Crowthe, M.	2004	The measurement of religiosity and spirituality: Examples and issues from psychology.	Journal Article
Koenig, H.	1994	Aging and God: spiritual pathways to mental health in rnidlife and later years.	Monograph
Koenig, H.	2000	Religion and medicine I: Historical background and reasons for separation.	Journal Article
Koenig, H.	2001	Religion and medicine II: Religion, mental health, and related behaviors.	Journal Article
Koenig, H.	2001	Religion and medicine III: Developing a theoretical model.	Journal Article
Koenig, H.	2001	Religion and medicine IV: Religion, physical health, and clinical implications.	Journal Article
Koenig, H.	2009	Research on religion, spirituality, and mental health: A review.	Journal Article
Koenig, H., McCullough, M., & Larson, D.	2001	Handbook of religion and health.	Monograph
Krause, N.	1991	Stressful events and life satisfaction among elderly men and women.	Journal Article
Krause, N.	1997	Religion, aging and health: current status and future prospects.	Journal Article
